YEAR,TRIFD,FRS_ID,4. FACILITY NAME,5. STREET ADDRESS,CITY,COUNTY,8. ST,ZIP,LATITUDE,LONGITUDE,14. HORIZONTAL DATUM,PARENT_CO_NAME,PARENT_CO_DB_NUM,STANDARD_PARENT_CO_NAME,FEDERAL_FACILITY,INDUSTRY_SECTOR_CODE,INDUSTRY_SECTOR,DOC_CTRL_NUM,CHEMICAL,ELEMENTAL_METAL_INCLUDED,TRI_CHEMICAL_COMPOUND_ID,CLEAN_AIR_ACT_CHEMICAL,CLASSIFICATION,METAL,METAL_CATEGORY,CARCINOGEN,UNIT_OF_MEASURE,FUGITIVE_AIR,STACK_AIR,WATER,UNDERGROUND,UNDERGROUND_CL_I,UNDERGROUND_C_II_V,LANDFILL,RCRA_C_LANDFILL,OTHER_LANDFILLS,SURFACE_IMPNDMNT,RCRA_SURFACE_IM,OTHER_SURFACE_I,OTHER_DISPOSAL,ON_SITE_RELEASE_TOTAL,POTW_TOTAL_TRANSFERS,OFF_SITE_RELEASE_TOTAL,OFF_SITE_RECYCLED_TOTAL,OFF_SITE_ENERGY_RECOVERY_T,OFF_SITE_TREATED_TOTAL,UNCLASSIFIED,TOTAL_TRANSFER,TOTAL_RELEASES,RELEASES
2013,77536SHLLLHIGHW,110031267064,SHELL CHEMICAL LP,5900 HWY 225 EAST,DEER PARK,HARRIS,TX,77536,29.722222,-95.126944,NAD83,SHELL PETROLEUM INC,131489817.0,SHELL PETROLEUM INC,NO,325,Chemicals,1313216657433,"1,2,4-Trimethylbenzene",NO,0000095636,NO,TRI,NO,Non_Metal,NO,Pounds,63.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.0,0.0
2013,77536SFTYK2027B,110000463365,CLEAN HARBORS DEER PARK LLC,2027 INDEPENDENCE PARKWAY SOUTH,LA PORTE,HARRIS,TX,77571,29.73028,-95.08981,NAD83,CLEAN HARBORS INC,157793639.0,CLEAN HARBORS INC,NO,562,Hazardous Waste,1313211772429,"1,3-Dichloropropylene",NO,0000542756,YES,TRI,NO,Non_Metal,YES,Pounds,0.2,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,0.0,0.0,0.0,0.0,45.0,0.0,45.0,2.6,0.0
2013,77640TXCRFNORTH,110000464024,MOTIVA-PORT ARTHUR REFINERY,2555 SAVANNAH AVE,PORT ARTHUR,JEFFERSON,TX,77640,29.883333,-93.958333,NAD83,ARAMCO SERVICES CO,72200694.0,ARAMCO SERVICES CO,NO,324,Petroleum,1313213133554,"Benzo[g,h,i]perylene",NO,0000191242,YES,PBT,NO,Non_Metal,NO,Pounds,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2013,77541TXSBR4115E,110020774740,TEXAS BARGE & BOAT INC,4115 E FLOODGATE,FREEPORT,BRAZORIA,TX,77541,28.901664,-95.383094,NAD83,,,,NO,336,Transportation Equipment,1313210995991,Toluene,NO,0000108883,YES,TRI,NO,Non_Metal,NO,Pounds,750.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,1151.0,0.0,1151.0,1000.0,0.0
2013,7668WSNDYC2161R,110035106113,SANDY CREEK ENERGY STATION,2161 RATTLESNAKE RD,RIESEL,MCLENNAN,TX,76682,31.4725,-96.955,NAD83,SANDY CREEK SERVICES LLC,33305215.0,SANDY CREEK SERVICES LLC,NO,2211,Electric Utilities,1313211791759,Mercury compounds,NO,N458,YES,PBT,YES,Metal complound categories,NO,Pounds,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,334.0,0.0,0.0,0.0,0.0,383.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,383.0,0.0
2013,77474CMBRC562PE,110017424027,ACME BRICK CO-SAN FELIPE PLANT,6005 PETERS SAN FELIPE RD,SEALY,AUSTIN,TX,77474,29.82548,-96.13807,NAD83,BERKSHIRE HATHAWAY INC,1024314.0,BERKSHIRE HATHAWAY INC,NO,327,Nonmetallic Mineral Product,1313211212927,Barium compounds (except for barium sulfate (CAS No. 7727-43-7)),NO,N040,NO,TRI,NO,Metal complound categories,NO,Pounds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,78409CHMPL7350I,110070891262,CITGO REFINING & CHEMICALS CO LP-WEST PLANT,7350 INTERSTATE HWY 37,CORPUS CHRISTI,NUECES,TX,78409,27.8103,-97.49828,NAD83,PDV HOLDING INC.,119272531.0,PDV HOLDING INC,NO,324,Petroleum,1313211750839,"1,3-Butadiene",NO,0000106990,YES,TRI,NO,Non_Metal,YES,Pounds,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0
2013,77047DLTDS14826,110000461777,BRENNTAG SOUTHWEST INC HOUS TON,14826 HOOPER RD,HOUSTON,HARRIS,TX,77047,29.588669,-95.405263,NAD83,BRENNTAG N.A. INC,145865148.0,BRENNTAG NORTH AMERICA INC,NO,4246,Chemical Wholesalers,1313211381722,Ethylbenzene,NO,0000100414,YES,TRI,NO,Non_Metal,YES,Pounds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,79721FNLNDIS20E,110013314323,ALON USA-BIG SPRING REFINERY,200 REFINERY ROAD - IH 20 AT REFINERY ROAD,BIG SPRING,HOWARD,TX,79720,32.269104,-101.417673,NAD83,DELEK US HOLDINGS INC,48971797.0,DELEK US HOLDINGS INC,NO,324,Petroleum,1313211840172,Cyclohexane,NO,0000110827,NO,TRI,NO,Non_Metal,NO,Pounds,33.96,2303.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2337.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2337.54,0.0
2013,77701BMNTREASTE,110041990913,EXXONMOBIL OIL BEAUMONT REFINERY (PART),E END OF BURT ST,BEAUMONT,JEFFERSON,TX,77701,30.065833,-94.071388,NAD83,EXXON MOBIL CORP,1213214.0,EXXON MOBIL CORP,NO,324,Petroleum,1313213986019,Hydrogen sulfide,NO,0007783064,NO,TRI,NO,Non_Metal,NO,Pounds,3600.0,14000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17600.0,0.0
2013,77522XXNCH3525D,110000463178,EXXONMOBIL CHEMICAL CO BAYTOWN OLEFINS PLANT (PART),3525 DECKER DR,BAYTOWN,HARRIS,TX,77520,29.73934,-95.022404,NAD83,EXXON MOBIL CORP,1213214.0,EXXON MOBIL CORP,NO,325,Chemicals,1313211447836,Ethylene glycol,NO,0000107211,YES,TRI,NO,Non_Metal,NO,Pounds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5301.0,0.0,12000.0,0.0,17306.0,5.0,0.0
2013,77631DPNTSFARMR,110017746368,DOW SABINE RIVER OPERATIONS,FARM RD 1006,ORANGE,ORANGE,TX,77630,30.054796,-93.753863,NAD83,,,DOW INC,NO,325,Chemicals,1313211645306,Nitric acid,NO,0007697372,NO,TRI,NO,Non_Metal,NO,Pounds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,77037BKRHG17015,110018934956,BAKER HUGHES RANKIN RD CNT,2001 RANKIN RD,HOUSTON,HARRIS,TX,77073,29.965604,-95.366133,NAD83,BAKER HUGHES HOLDINGS LLC,174987909.0,BAKER HUGHES HOLDINGS LLC,NO,333,Machinery,1313211149315,Chromium,NO,0007440473,YES,TRI,YES,Elemental metals,NO,Pounds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,262300.0,0.0,0.0,0.0,262300.0,0.0,0.0
2013,78408CHMPL1801N,110000505640,CITGO REFINING & CHEMICALS CO LP EAST PLANT,1801 NUECES BAY BLVD,CORPUS CHRISTI,NUECES,TX,78407,27.80962,-97.425869,NAD83,PDV HOLDING INC.,119272531.0,PDV HOLDING INC,NO,324,Petroleum,1313211751211,Hydrogen cyanide,NO,0000074908,YES,TRI,NO,Non_Metal,NO,Pounds,0.0,26183.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26183.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26183.0,0.0
2013,77830GBBNS25MIL,110008138078,GIBBONS CREEK STEAM ELECTRIC STATION,12824 FM 244,ANDERSON,GRIMES,TX,77830,30.619651,-96.081834,NAD83,,,,NO,2211,Electric Utilities,1313211618335,Lead compounds,NO,N420,YES,PBT,YES,Metal complound categories,NO,Pounds,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,1444.0,0.0,0.0,0.0,0.0,1472.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1472.0,0.0
2013,75120CRGLLPOBOX,110022532918,POLYNT COMPOSITES USA INC. - ENNIS,201 CEDAR RD,ENNIS,ELLIS,TX,75119,32.35549,-96.64333,NAD83,POLYNT COMPOSITES USA INC,968259981.0,POLYNT COMPOSITES USA INC,NO,325,Chemicals,1313211130796,Toluene diisocyanate (mixed isomers),NO,0026471625,NO,TRI,NO,Non_Metal,YES,Pounds,2.4,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0
2013,75831RDLYB125IN,110031020231,RIDLEY BLOCK OPERATIONS,125 INDUSTRIAL BLVD,BUFFALO,LEON,TX,75831,31.440975,-96.06856,NAD83,ALLTECH INC,37853744.0,ALLTECH INC,NO,311,Food,1313211023243,Zinc compounds,NO,N982,NO,TRI,YES,Metal complound categories,NO,Pounds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,77507QSTSP12500,110000462990,TRECORA WAX LLC,12500 BAY AREA BLVD,PASADENA,HARRIS,TX,77507,29.63686,-95.04698,NAD83,TRECORA RESOURCES INC,,TRECORA RESOURCES INC,NO,325,Chemicals,1313211377546,Ethylene glycol,NO,0000107211,YES,TRI,NO,Non_Metal,NO,Pounds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,75941DBLLF600AS,110013408017,GEORGIA-PACIFIC BUILDING PRODUCTS LLC,600 A ST,DIBOLL,ANGELINA,TX,75941,31.195946,-94.787435,NAD83,KOCH INDUSTRIES INC,6944334.0,KOCH INDUSTRIES INC,NO,321,Wood Products,1313211760982,"Benzo[g,h,i]perylene",NO,0000191242,YES,PBT,NO,Non_Metal,NO,Pounds,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.17,0.0,0.0,0.0,0.0,0.17,36.17,0.0
2013,79936PSNLP1211H,110012564448,EPSON EL PASO INC,1211 HENRY BRENNAN,EL PASO,EL PASO,TX,79936,31.717778,-106.299722,NAD83,US EPSON INC,,US EPSON INC,NO,325,Chemicals,1313211280678,Certain glycol ethers,NO,N230,YES,TRI,NO,May contain metal,NO,Pounds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,77643WSTMNHWY73,110035783658,VEOLIA ES TECHNICAL SOLUTIONS LLC PORT ARTHUR FACILITY,7665 HWY 73,BEAUMONT,JEFFERSON,TX,77705,29.853056,-94.095278,NAD83,VEOLIA N.A. INC.,81134987.0,VEOLIA NORTH AMERICA,NO,562,Hazardous Waste,1313211750171,Trichloroethylene,NO,0000079016,YES,TRI,NO,Non_Metal,YES,Pounds,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,750.0,0.0,0.0,750.0,40.0,0.0
2013,77536DRPRK5900H,110031267064,DEER PARK REFINING LP,5900 HWY 225 EAST,DEER PARK,HARRIS,TX,77536,29.722222,-95.126944,NAD83,P.M.I. SERVICES N.A. INC.,,P M I SERVICES NORTH AMERICA INC,NO,324,Petroleum,1313216659488,n-Hexane,NO,0000110543,YES,TRI,NO,Non_Metal,NO,Pounds,1200.0,15000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16200.0,0.0
2013,77571LPRTC2400M,110017769734,OXY VINYLS LP LA PORTE VCM PLANT,2400 MILLER CUTOFF RD,LA PORTE,HARRIS,TX,77571,29.7237,-95.07408,NAD83,OCCIDENTAL CHEMICAL HOLDING CORP,144374907.0,OCCIDENTAL PETROLEUM CORP,NO,325,Chemicals,1313211280185,Chlorine,NO,0007782505,YES,TRI,NO,Non_Metal,NO,Pounds,174.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204.0,0.0,0.0,0.0,0.0,74.0,0.0,74.0,204.0,0.0
2013,77507HLDRT10010,110000462883,HALDOR TOPSOE INC,10010 BAYPORT RD,PASADENA,HARRIS,TX,77507,29.61225,-95.05782,NAD83,HALDOR TOPSOE/ AS,,HALDOR TOPSOE/ AS,NO,325,Chemicals,1313211288319,Benzene,NO,0000071432,YES,TRI,NO,Non_Metal,YES,Pounds,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,17.0,0.0,22.0,2.0,0.0
2013,75110JTCCHEASTH,110000606835,TREMCO CPG MANUFACTURING CORP. CORSICANA FACILITY,2733 EAST HIGHWAY 31,CORSICANA,NAVARRO,TX,75109,32.098827,-96.42314,NAD83,RPM INTERNATIONAL INC,4155651.0,RPM INTERNATIONAL INC,NO,325,Chemicals,1313211803287,Copper compounds,NO,N100,NO,TRI,YES,Metal complound categories,NO,Pounds,0.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,0.0,3625.0,0.0,0.0,0.0,0.0,3625.0,3875.0,0.0
2013,77253FMCWL1777G,110000462222,FMC ENERGY SYSTEMS,1777 GEARS RD,HOUSTON,HARRIS,TX,77067,29.94596,-95.45249,NAD83,FMC TECHNOLOGIES INC,6177146.0,FMC TECHNOLOGIES INC,NO,333,Machinery,1313211833710,Chromium,NO,0007440473,YES,TRI,YES,Elemental metals,NO,Pounds,0.0,105.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.6,0.0,0.0,26284.4,0.0,0.0,0.0,26284.4,105.6,0.0
2013,76503THGLD3410L,110000460304,PPG ARCHITECTURAL COATINGS LIQUID NAILS ADHESIVES,3410 LUCIUS MCCELVEY,TEMPLE,BELL,TX,76504,31.13594,-97.35118,NAD83,PPG INDUSTRIES INC,1344803.0,PPG INDUSTRIES INC,NO,325,Chemicals,1313211623069,Cyclohexane,NO,0000110827,NO,TRI,NO,Non_Metal,NO,Pounds,1653.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1653.0,0.0,0.0,0.0,22.0,0.0,0.0,22.0,1653.0,0.0
2013,77522CHVRN9500I,110007177768,CHEVRON PHILLIPS CHEMICAL CO LP,9500 IH-10 E,BAYTOWN,HARRIS,TX,77521,29.826,-94.921917,NAD83,CHEVRON PHILLIPS CHEMICAL CO LLC,152975665.0,CHEVRON PHILLIPS CHEMICAL CO LLC,NO,325,Chemicals,1313211154911,Zinc compounds,NO,N982,NO,TRI,YES,Metal complound categories,NO,Pounds,24.0,1227.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1251.0,0.0,879.0,0.0,0.0,0.0,0.0,879.0,2130.0,0.0
2013,78410CCPCC1501M,110000465069,EQUISTAR CHEMICALS LP,1501 MCKINZIE RD,CORPUS CHRISTI,NUECES,TX,78410,27.81,-97.593611,NAD83,LYONDELLBASELL INDUSTRIES,969557263.0,LYONDELLBASELL FINANCE CO,NO,325,Chemicals,1313211237971,"N,N-Dimethylformamide",NO,0000068122,YES,TRI,NO,Non_Metal,YES,Pounds,1010.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1010.9,0.0,0.04,0.0,0.0,0.09,0.0,0.13,1010.94,0.0
2013,77643WSTMNHWY73,110035783658,VEOLIA ES TECHNICAL SOLUTIONS LLC PORT ARTHUR FACILITY,7665 HWY 73,BEAUMONT,JEFFERSON,TX,77705,29.853056,-94.095278,NAD83,VEOLIA N.A. INC.,81134987.0,VEOLIA NORTH AMERICA,NO,562,Hazardous Waste,1313211749458,Quinone,NO,0000106514,YES,TRI,NO,Non_Metal,NO,Pounds,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0
2013,77536SFTYK2027B,110000463365,CLEAN HARBORS DEER PARK LLC,2027 INDEPENDENCE PARKWAY SOUTH,LA PORTE,HARRIS,TX,77571,29.73028,-95.08981,NAD83,CLEAN HARBORS INC,157793639.0,CLEAN HARBORS INC,NO,562,Hazardous Waste,1313211772797,4-Nitrophenol,NO,0000100027,YES,TRI,NO,Non_Metal,NO,Pounds,0.1,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,6.0,0.0,6.0,0.7,0.0
2013,77571LPRTC2400M,110017769734,OXY VINYLS LP LA PORTE VCM PLANT,2400 MILLER CUTOFF RD,LA PORTE,HARRIS,TX,77571,29.7237,-95.07408,NAD83,OCCIDENTAL CHEMICAL HOLDING CORP,144374907.0,OCCIDENTAL PETROLEUM CORP,NO,325,Chemicals,1313211280223,"Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)",NO,0007647010,YES,TRI,NO,Non_Metal,NO,Pounds,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0
2013,77643WSTMNHWY73,110035783658,VEOLIA ES TECHNICAL SOLUTIONS LLC PORT ARTHUR FACILITY,7665 HWY 73,BEAUMONT,JEFFERSON,TX,77705,29.853056,-94.095278,NAD83,VEOLIA N.A. INC.,81134987.0,VEOLIA NORTH AMERICA,NO,562,Hazardous Waste,1313211750183,Trichlorofluoromethane (CFC-11),NO,0000075694,NO,TRI,NO,Non_Metal,NO,Pounds,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0
2013,78648DRLWS5000E,110000465336,ELGI RUBBER CO LLC,2570 E PIERCE ST,LULING,CALDWELL,TX,78648,29.6689,-97.6264,NAD83,,,ELGI RUBBER CO LTD,NO,326,Plastics and Rubber,1313211495003,n-Hexane,NO,0000110543,YES,TRI,NO,Non_Metal,NO,Pounds,497.0,14255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14752.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14752.0,0.0
2013,7737WTMBLL2618F,110039494963,CAMPBELL RMC TOMBALL,26018 FM 249,TOMBALL,HARRIS,TX,77375,30.057311,-95.616272,NAD83,LEHIGH HANSON,967342197.0,LEHIGH HANSON,NO,327,Nonmetallic Mineral Product,1313211201482,Lead,NO,0007439921,NO,PBT,YES,Elemental metals,YES,Pounds,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.0
