Year,TRIFD,FRS_ID,Facility_Name,Street_Address,City,County,State,ZIP,Latitude,Longitude,Horizontal_Datum,Parent_Co_Name,Standard_Parent_Co_Name,Federal_Facilty,Industry_Sector_Code,Industry_Sector,Doc_Ctrl_Num,Chemical,Elemental_Metal_Included,Clean_air_act_chemical,Classification,Metal,Metal_Category,Carcinogen,Unit_of_measure,Fugitive_air,Stack_air,Water,Underground,Underground_CL_I,Underground_C_II-V,LANDFILLS,RCRA_C_Landfills,Other_Landfills,Surface_Impndmt,RCRA_Surface_IM,Other_Surface_I,Other_Disposal,On_Site_Release_Total,POTW_Total_Transfers,Off_Site_Release_Total,Off_Site_Recycled_Total,Off_Site_Energy_Recovery_T,Off_Site_Treated_Total,Unclassified,Total_Transfer,Total_Releases,Releases
1987,77530RCCHM2502S,1.1E+11,LYONDELL CHEMICAL CO,2502 SHELDON RD,CHANNELVIEW,HARRIS,TX,77530,29.816654,-95.107603,NAD83,LYONDELLBASELL FINANCE CO,LYONDELLBASELL FINANCE CO,NO,325,Chemicals,1.38701E+12,Benzene,NO,YES,TRI,NO,Non_Metal,YES,Pounds,2800,39000,0,0,0,0,0,0,0,0,0,0,0,41800,0,0,0,0,20000,0,20000,41800,0
1987,75053RYLMN2325W,1.10002E+11,ROYAL MFG CO,2325 W JEFFERSON,GRAND PRAIRIE,TARRANT,TX,75053,32.73892,-97.03747,NAD83,NA,,NO,332,Fabricated Metals,1.38701E+12,"Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)",NO,YES,TRI,NO,Non_Metal,NO,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17000,0,0,0,17000,0,17000,0,0
1987,77262GDYRT2000G,1.1E+11,THE GOODYEAR TIRE & RUBBER CO,2000 GOODYEAR DR,HOUSTON,HARRIS,TX,77017,29.704391,-95.255214,NAD83,THE GOODYEAR TIRE & RUBBER CO,THE GOODYEAR TIRE & RUBBER CO,NO,325,Chemicals,1.38701E+12,Zinc compounds,NO,NO,TRI,YES,Metal complound categories,NO,Pounds,0,0,12780,0,0,0,23350,0,0,0,0,0,0,36130,0,0,0,0,0,0,0,36130,0
1987,79013SBFTTSCHRO,1.10008E+11,S B FOOT TANNING CO,SCHROETER INDUSTRIAL PARK,CACTUS,MOORE,TX,79013,36.041181,-102.009521,NAD83,RED WING SHOE CO,,NO,316,Leather,1.38701E+12,Chromium compounds (except for chromite ore mined in the Transvaal Region),NO,YES,TRI,YES,Metal complound categories,NO,Pounds,0,0,0,0,0,0,800,0,0,0,0,0,0,800,250,250,0,0,0,0,250,1050,0
1987,78343CLNSNONEMI,1.10001E+11,TICONA POLYMERS INC,5738 COUNTY RD 4,BISHOP,NUECES,TX,78343,27.569714,-97.83493,NAD83,CELANESE CORP,CELANESE CORP,NO,325,Chemicals,1.38701E+12,Sodium sulfate (solution),NO,NO,TRI,NO,Non_Metal,NO,Pounds,0,0,2300000,170000,0,0,0,0,0,0,0,0,0,2470000,0,0,0,0,0,0,0,2470000,0
1987,78218FRTLY4855G,1.10001E+11,SAN ANTONIO FRITO LAY,4855 GREATLAND,SAN ANTONIO,BEXAR,TX,78218,29.47264,-98.399073,NAD83,PEPSICO INC,PEPSICO INC,NO,311,Food,1.38701E+12,Sodium hydroxide (solution),NO,NO,TRI,NO,Non_Metal,NO,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1987,75208TLSMN2321B,1.10002E+11,ATLAS MFG CO,2321 BEATRICE ST,DALLAS,DALLAS,TX,75264,32.77159,-96.82406,NAD83,ALL TEX CHEMICAL & EQUIPMENT CO,,NO,325,Chemicals,1.38701E+12,Dichloromethane,NO,YES,TRI,NO,Non_Metal,YES,Pounds,10,10,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,20,0
1987,79360WLCHM706NO,1.10002E+11,WELCHEM INC SEMINOLE PLANT,706 N MAIN ST,SEMINOLE,GAINES,TX,79360,32.72738,-102.64483,NAD83,AMOCO CORP,,NO,325,Chemicals,1.38701E+12,Methanol,NO,YES,TRI,NO,Non_Metal,NO,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1987,78721MTRLN3501E,1.1E+11,NXP USA INC. - ED BLUESTEIN FACILITY,3501 ED BLUESTEIN BLVD,AUSTIN,TRAVIS,TX,78721,30.27065,-97.66924,NAD83,NXP USA INC,NXP USA INC,NO,334,Computers and Electronic Products,1.38701E+12,Hydrogen fluoride,NO,YES,TRI,NO,Non_Metal,NO,Pounds,56,90,0,0,0,0,0,0,0,0,0,0,0,146,0,72000,0,0,0,0,72000,72146,0
1987,77511MCCHM2MISO,1.10001E+11,INEOS USA LLC - CHOCOLATE BAYOU PLANT,2 MILES S OF INTERSECTION FM2004 & FM2917,ALVIN,BRAZORIA,TX,77511,29.413774,-95.263726,NAD83,INEOS US I INC,INEOS USA LLC,NO,325,Chemicals,1.38701E+12,Ethylene,NO,NO,TRI,NO,Non_Metal,NO,Pounds,1711000,340000,0,0,0,0,0,0,0,0,0,0,0,2051000,0,0,0,0,0,0,0,2051000,0
1987,77043MLLPR10875,1.10002E+11,US FILTER,10875 KEMPWOOD SUITE #1,HOUSTON,HARRIS,TX,77043,29.82349,-95.56897,NAD83,US FILTER CORP,,NO,334,Computers and Electronic Products,1.38701E+12,Sodium hydroxide (solution),NO,NO,TRI,NO,Non_Metal,NO,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9500,0,0,0,9500,0,9500,0,0
1987,77701NRTHSOLDHI,1.10001E+11,OPTIMUS STEEL LLC,100 OLD HWY 90 W,VIDOR,ORANGE,TX,77662,30.12445,-94.01262,NAD83,OPTIMUS STEEL LLC,OPTIMUS STEEL LLC,NO,331,Primary Metals,1.38701E+12,Zinc compounds,NO,NO,TRI,YES,Metal complound categories,NO,Pounds,17192,24320,250,0,0,0,0,0,0,0,0,0,0,41762,0,1717750,0,0,0,0,1717750,1759512,0
1987,75050BLLHL1700N,1.10001E+11,BELL PLANT 5,1700 N HWY 360,GRAND PRAIRIE,TARRANT,TX,75050,32.776176,-97.058113,NAD83,TEXTRON INC,TEXTRON INC,NO,336,Transportation Equipment,1.38701E+12,"Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)",NO,NO,TRI,NO,Non_Metal,NO,Pounds,2,0,0,0,0,0,0,0,0,0,0,0,0,2,221076,0,0,0,221076,0,221076,2,0
1987,78410KCHRFSUNTI,1.10001E+11,FLINT HILLS RESOURCES CORPUS CHRISTI LLC - WEST PLANT,2825 SUNTIDE RD,CORPUS CHRISTI,NUECES,TX,78409,27.832011,-97.525582,NAD83,KOCH INDUSTRIES INC,KOCH INDUSTRIES INC,NO,324,Petroleum,1.38701E+12,Diethanolamine,NO,YES,TRI,NO,Non_Metal,NO,Pounds,3300,0,0,0,0,0,0,0,0,0,0,0,0,3300,0,0,0,0,0,0,0,3300,0
1987,75247QMTCM1340M,1.10017E+11,QUEMETCO METALS LTD INC,1340 MANUFACTURING ST,DALLAS,DALLAS,TX,75247,32.79771,-96.82982,NAD83,RSR CORP,,NO,331,Primary Metals,1.38701E+12,Lead compounds,NO,YES,PBT,YES,Metal complound categories,NO,Pounds,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0
1987,77522XXNCH5000B,1.1E+11,EXXONMOBIL BAYTOWN CHEMICAL PLANT (PART),5000 BAYWAY DR,BAYTOWN,HARRIS,TX,77520,29.73934,-95.022404,NAD83,EXXON MOBIL CORP,EXXON MOBIL CORP,NO,325,Chemicals,1.38701E+12,Diethanolamine,NO,YES,TRI,NO,Non_Metal,NO,Pounds,11,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,11,0
1987,77511MCCHM2MISO,1.10001E+11,INEOS USA LLC - CHOCOLATE BAYOU PLANT,2 MILES S OF INTERSECTION FM2004 & FM2917,ALVIN,BRAZORIA,TX,77511,29.413774,-95.263726,NAD83,INEOS US I INC,INEOS USA LLC,NO,325,Chemicals,1.38701E+12,"1,1,1-Trichloroethane",NO,YES,TRI,NO,Non_Metal,NO,Pounds,57000,0,8,0,0,0,8,0,0,0,0,0,0,57016,0,6,0,0,0,0,6,57022,0
1987,78408STHWS1700N,1.10038E+11,FLINT HILLS RESOURCES CORPUS CHRISTI LLC - EAST PLANT,1700 NUECES BAY BLVD,CORPUS CHRISTI,NUECES,TX,78407,27.801778,-97.423972,NAD83,KOCH INDUSTRIES INC,KOCH INDUSTRIES INC,NO,324,Petroleum,1.38701E+12,Chromium compounds (except for chromite ore mined in the Transvaal Region),NO,YES,TRI,YES,Metal complound categories,NO,Pounds,0,0,250,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,250,0
1987,79007KRLYG14MIS,1.10002E+11,KERLEY AG INC,14 MILES SW ON CHANNING HWY,BORGER,HUTCHINSON,TX,79007,35.720284,-101.245574,NAD83,TESSENDERLO KERLEY INC,,NO,325,Chemicals,1.38701E+12,Ammonia,NO,NO,TRI,NO,Non_Metal,NO,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1987,77041BYLSG5910C,1.1E+11,NORTH AMERICAN GALVANIZING CO HOUSTON,5910 CUNNINGHAM RD,HOUSTON,HARRIS,TX,77041,29.85418,-95.58148,NAD83,KINARK CORP,,NO,332,Fabricated Metals,1.38701E+12,"Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)",NO,YES,TRI,NO,Non_Metal,NO,Pounds,3639,0,0,0,0,0,0,0,0,0,0,0,0,3639,0,788130,0,0,0,0,788130,791769,0
1987,78469VLRRF5900U,1.10065E+11,VALERO REFINING-TEXAS LP CORPUS CHRISTI WEST PLANT,5900 UP RIVER RD,CORPUS CHRISTI,NUECES,TX,78407,27.81775,-97.482552,NAD83,VALERO ENERGY CORP,VALERO ENERGY CORP,NO,324,Petroleum,1.38701E+12,Cyclohexane,NO,NO,TRI,NO,Non_Metal,NO,Pounds,250,3200,0,0,0,0,0,0,0,0,0,0,0,3450,0,0,0,0,0,0,0,3450,0
1987,77805PNNWL201WD,1.1E+11,ATOFINA CHEMICALS INC,201 W DODGE ST,BRYAN,BRAZOS,TX,77801,30.6579,-96.3732,NAD83,ATOFINA CHEMICALS INC,,NO,325,Chemicals,1.38701E+12,Zinc compounds,NO,NO,TRI,YES,Metal complound categories,NO,Pounds,750,250,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,1000,0
1987,77522XXNCH3525D,1.1E+11,EXXONMOBIL CHEMICAL CO BAYTOWN OLEFINS PLANT (PART),3525 DECKER DR,BAYTOWN,HARRIS,TX,77520,29.73934,-95.022404,NAD83,EXXON MOBIL CORP,EXXON MOBIL CORP,NO,325,Chemicals,1.38701E+12,Naphthalene,NO,YES,TRI,NO,Non_Metal,YES,Pounds,2000,610,14,0,0,0,0,0,0,0,0,0,0,2624,0,0,0,0,0,0,0,2624,0
1987,77292NTRNT6001A,1.1E+11,INTERNATIONAL PAINT LLC,6001 ANTOINE DR,HOUSTON,HARRIS,TX,77091,29.85515,-95.47341,NAD83,AKZO NOBEL INC,AKZO NOBEL INC,NO,325,Chemicals,1.38701E+12,Toluene,NO,YES,TRI,NO,Non_Metal,NO,Pounds,1461,750,0,0,0,0,0,0,0,0,0,0,0,2211,0,5224,0,0,0,0,5224,7435,0
1987,79415TXSNS2301N,1.1E+11,X-FAB TEXAS INC,2301 N UNIVERSITY AVE,LUBBOCK,LUBBOCK,TX,79415,33.629444,-101.870834,NAD83,NA,NA,NO,334,Computers and Electronic Products,1.38701E+12,"Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)",NO,YES,TRI,NO,Non_Metal,NO,Pounds,250,525,0,0,0,0,0,0,0,0,0,0,0,775,0,0,0,0,0,0,0,775,0
1987,75846NCRSTHWY79,1.10008E+11,NUCOR STEEL - JEWETT TEXAS DIV,8812 HWY 79 W,JEWETT,LEON,TX,75846,31.354802,-96.165199,NAD83,NUCOR CORP,NUCOR CORP,NO,331,Primary Metals,1.38701E+12,Ethylene glycol,NO,YES,TRI,NO,Non_Metal,NO,Pounds,0,0,0,0,0,0,0,0,0,160560,0,0,0,160560,0,0,0,0,0,0,0,160560,0
1987,77413CRGBK1918B,1.1E+11,CRAIG BAKER MARBLE CO. INC.,1918 BAKER RD,HOUSTON,HARRIS,TX,77094,29.7596,-95.7042,NAD83,NA,NA,NO,325,Chemicals,1.38701E+12,Acetone,NO,NO,TRI,NO,Non_Metal,NO,Pounds,33120,0,0,0,0,0,0,0,0,0,0,0,0,33120,0,0,0,0,0,0,0,33120,0
1987,77515MLLNC1111S,1.10002E+11,MALLINCKRODT MEDICAL INC INTERVENTIONAL PRODUCTS PLANT,1111 S VELASCO,ANGLETON,BRAZORIA,TX,77515,29.150261,-95.4302,NAD83,MALLINCKRODT GROUP INC,,NO,339,Miscellaneous Manufacturing,1.38701E+12,Freon 113 (CFC-113),NO,NO,TRI,NO,Non_Metal,NO,Pounds,34500,0,0,0,0,0,0,0,0,0,0,0,0,34500,0,0,0,0,0,0,0,34500,0
1987,77598GFCHMPOBOX,1.10001E+11,ISP TECHNOLOGIES INC,4501 ATTWATER AVE,TEXAS CITY,GALVESTON,TX,77590,29.428586,-94.968558,NAD83,ASHLAND INC,ASHLAND LLC,NO,325,Chemicals,1.38701E+12,Nickel,NO,YES,TRI,YES,Elemental metals,YES,Pounds,0,0,5,16000,0,0,0,0,0,0,0,0,0,16005,0,0,0,0,0,0,0,16005,0
1987,77045HCSWD12229,1.10009E+11,INTERNATIONAL FOREST PRODUCTS LLC,12229 ALMEDA RD,HOUSTON,HARRIS,TX,77045,29.6328,-95.4114,NAD83,TREECON RESOURCES INC.,TREECON RESOURCES INC,NO,321,Wood Products,1.38701E+12,Chromium,NO,YES,TRI,YES,Elemental metals,NO,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1987,79008PHLLP2MILE,1.10042E+11,CHEVRON PHILLIPS CHEMICAL CO LP BORGER PLANT,SPUR 119 E,BORGER,HUTCHINSON,TX,79007,35.6995,-101.353083,NAD83,CHEVRON PHILLIPS CHEMICAL CO LLC,CHEVRON PHILLIPS CHEMICAL CO LLC,NO,325,Chemicals,1.38701E+12,Propylene,NO,NO,TRI,NO,Non_Metal,NO,Pounds,13000,2600,0,0,0,0,0,0,0,0,0,0,0,15600,0,0,0,0,0,0,0,15600,0
1987,75247CNVRT5117N,1.10002E+11,ZENECA SPECIALTY INKS CONVERTERS INKS,5117 NORWOOD RD,DALLAS,DALLAS,TX,75247,32.81127,-96.88967,NAD83,ZENECA INC,,NO,325,Chemicals,1.38701E+12,Chromium compounds (except for chromite ore mined in the Transvaal Region),NO,YES,TRI,YES,Metal complound categories,NO,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,250,0,0,0,500,250,0
1987,77507CMRCS5757U,1.1E+11,SYNGENTA CROP PROTECTION - BAY PORT SITE,5757 UNDERWOOD RD,PASADENA,HARRIS,TX,77507,29.62558,-95.08701,NAD83,SYNGENTA AG,,NO,325,Chemicals,1.38701E+12,Dichloromethane,NO,YES,TRI,NO,Non_Metal,YES,Pounds,730,0,0,0,0,0,0,0,0,0,0,0,0,730,0,0,0,0,0,0,0,730,0
1987,75208TLSMN2321B,1.10002E+11,ATLAS MFG CO,2321 BEATRICE ST,DALLAS,DALLAS,TX,75264,32.77159,-96.82406,NAD83,ALL TEX CHEMICAL & EQUIPMENT CO,,NO,325,Chemicals,1.38701E+12,Ammonia,NO,NO,TRI,NO,Non_Metal,NO,Pounds,2,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0
1987,77511MCCHM2MISO,1.10001E+11,INEOS USA LLC - CHOCOLATE BAYOU PLANT,2 MILES S OF INTERSECTION FM2004 & FM2917,ALVIN,BRAZORIA,TX,77511,29.413774,-95.263726,NAD83,INEOS US I INC,INEOS USA LLC,NO,325,Chemicals,1.38701E+12,Aluminum oxide (fibrous forms),NO,NO,TRI,NO,Metals with qualifiers,NO,Pounds,0,0,0,0,0,0,170000,0,0,0,0,0,0,170000,0,0,0,0,0,0,0,170000,0
1987,79998PHLPSNORTH,1.10067E+11,PHELPS DODGE REFINING CORP,6999 N LOOP RD,EL PASO,EL PASO,TX,79915,31.76333,-106.38015,NAD83,PHELPS DODGE CORP,,NO,331,Primary Metals,1.38701E+12,Nickel compounds,NO,YES,TRI,YES,Metal complound categories,YES,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1987,77541THDWCBUILD,1.10008E+11,DOW CHEMICAL CO FREEPORT FACILITY,2301 N BRAZOSPORT BLVD,FREEPORT,BRAZORIA,TX,775413257,28.980147,-95.342272,NAD83,THE DOW CHEMICAL CO,DOW INC,NO,325,Chemicals,1.38701E+12,"1,1,2,2-Tetrachloroethane",NO,YES,TRI,NO,Non_Metal,YES,Pounds,1500,3100,7000,0,0,0,8,0,0,0,0,0,0,11608,0,0,0,0,2500,0,2500,11608,0
1987,77012HLLPT9701M,1.1E+11,VALERO REFINING - TEXAS L.P. HOUSTON REFINERY,9701 MANCHESTER,HOUSTON,HARRIS,TX,77012,29.722274,-95.254401,NAD83,VALERO ENERGY CORP,VALERO ENERGY CORP,NO,324,Petroleum,1.38701E+12,Ethylbenzene,NO,YES,TRI,NO,Non_Metal,YES,Pounds,2696,3110,250,0,0,0,0,0,0,0,0,0,0,6056,0,1250,0,0,0,0,1250,7306,0
1987,78343CLNSNONEMI,1.10001E+11,TICONA POLYMERS INC,5738 COUNTY RD 4,BISHOP,NUECES,TX,78343,27.569714,-97.83493,NAD83,CELANESE CORP,CELANESE CORP,NO,325,Chemicals,1.38701E+12,Chlorine,NO,YES,TRI,NO,Non_Metal,NO,Pounds,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1987,75040CPLXX1500E,1.10001E+11,DYNAMIC DETAILS LP,1500 E HWY 66,GARLAND,DALLAS,TX,750406799,32.9106,-96.609308,NAD83,DDI CORP,,NO,334,Computers and Electronic Products,1.38701E+12,Freon 113 (CFC-113),NO,NO,TRI,NO,Non_Metal,NO,Pounds,10000,0,0,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,10000,0
1987,77024STHLNPOBOX,1.1E+11,SOUTHLINE METAL PRODUCTS CO,3777 W 12TH ST,HOUSTON,HARRIS,TX,77055,29.79119,-95.44926,NAD83,GREIF INC,,NO,332,Fabricated Metals,1.38701E+12,Methyl ethyl ketone,NO,NO,TRI,NO,Non_Metal,NO,Pounds,0,97285,0,0,0,0,0,0,0,0,0,0,0,97285,0,10955,0,0,0,8270,19225,108240,0
1987,77522XXNBY2800D,1.10001E+11,EXXONMOBIL REFINING & SUPPLY BAYTOWN REFINERY (PART),2800 DECKER DR,BAYTOWN,HARRIS,TX,775202099,29.739444,-95.006944,NAD83,EXXON MOBIL CORP,EXXON MOBIL CORP,NO,324,Petroleum,1.38701E+12,Chlorine,NO,YES,TRI,NO,Non_Metal,NO,Pounds,1300,0,0,0,0,0,0,0,0,0,0,0,0,1300,0,0,0,0,0,0,0,1300,0
1987,75633TYSNF800EL,1.10001E+11,TYSON POULTRY INC. - CARTHAGE TX PROCESSING PLANT,1484 NE LOOP 436,CARTHAGE,PANOLA,TX,75633,32.173061,-94.32492,NAD83,TYSON FOODS INC,TYSON FOODS INC,NO,311,Food,1.38701E+12,Sodium hydroxide (solution),NO,NO,TRI,NO,Non_Metal,NO,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1987,77536WRGRC739BA,1.1E+11,GEO SPECIALTY CHEMICALS,739 INDEPENDENCE PKWY (FORMERLY BATTLEGROUND RD),DEER PARK,HARRIS,TX,77536,29.71852,-95.08968,NAD83,GEO SPECIALTY CHEMICALS INC,GEO SPECIALTY CHEMICALS INC,NO,325,Chemicals,1.38701E+12,Ammonia,NO,NO,TRI,NO,Non_Metal,NO,Pounds,4454,100,220,0,0,0,0,0,0,0,0,0,0,4774,0,7300,0,0,0,0,7300,12074,0
1987,77978FRMSPPOBOX,1.10019E+11,FORMOSA PLASTICS CORP TEXAS,201 FORMOSA DR,POINT COMFORT,CALHOUN,TX,77978,28.69759,-96.542101,NAD83,FORMOSA PLASTICS CORP USA,FORMOSA PLASTICS CORP USA,NO,325,Chemicals,1.38701E+12,Chromium compounds (except for chromite ore mined in the Transvaal Region),NO,YES,TRI,YES,Metal complound categories,NO,Pounds,250,0,250,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,500,0
1987,75034STLYS5400P,1.1E+11,STALEY STEEL INC,5400 PRESTON RD,FRISCO,COLLIN,TX,75034,33.123555,-96.805433,NAD83,NA,,NO,332,Fabricated Metals,1.38701E+12,Xylene (mixed isomers),NO,YES,TRI,NO,Non_Metal,NO,Pounds,1668,0,0,0,0,0,0,0,0,0,0,0,0,1668,0,0,0,0,0,0,0,1668,0
1987,77536SHLLLHIGHW,1.10031E+11,SHELL CHEMICAL LP,5900 HWY 225 EAST,DEER PARK,HARRIS,TX,77536,29.722222,-95.126944,NAD83,SHELL PETROLEUM INC,SHELL PETROLEUM INC,NO,325,Chemicals,1.38701E+12,Cumene hydroperoxide,NO,NO,TRI,NO,Non_Metal,NO,Pounds,24000,0,0,0,0,0,0,0,0,0,0,0,0,24000,0,0,0,0,0,0,0,24000,0
1987,78408CHMPL1801N,1.10001E+11,CITGO REFINING & CHEMICALS CO LP EAST PLANT,1801 NUECES BAY BLVD,CORPUS CHRISTI,NUECES,TX,78407,27.80962,-97.425869,NAD83,PDV HOLDING INC.,PDV HOLDING INC,NO,324,Petroleum,1.38701E+12,Manganese compounds,NO,YES,TRI,YES,Metal complound categories,NO,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1987,76106MRCWL300NE,1.10002E+11,MURPHY WALL PRODUCTS INC,300 NE 21ST,FORT WORTH,TARRANT,TX,76164,32.78272,-97.34673,NAD83,,,NO,325,Chemicals,1.38701E+12,Dibutyl phthalate,NO,YES,TRI,NO,Non_Metal,NO,Pounds,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0
