1. YEAR,2. TRIFD,3. FRS_ID,4. FACILITY_NAME,5. STREET_ADDRESS,6. CITY,7. COUNTY,8. ST,9. ZIP,10. BIA,11. TRIBE,12. LATITUDE,13. LONGITUDE,14. HORIZONTAL DATUM,15. PARENT_CO_NAME,16. PARENT CO DB NUM,17. STANDARD_PARENT_CO_NAME,18. FOREIGN PARENT CO NAME,19. FOREIGN PARENT CO DB NUM,20. STANDARD FOREIGN PARENT CO NAME,21. FEDERAL FACILITY,22. INDUSTRY_SECTOR_CODE,23. INDUSTRY SECTOR,24. PRIMARY SIC,25. SIC 2,26. SIC 3,27. SIC 4,28. SIC 5,29. SIC 6,30. PRIMARY NAICS,31. NAICS 2,32. NAICS 3,33. NAICS 4,34. NAICS 5,35. NAICS 6,36. DOC_CTRL_NUM,37. CHEMICAL,38. ELEMENTAL METAL INCLUDED,39. TRI CHEMICAL/COMPOUND ID,40. CAS#,41. SRS ID,42. CLEAN AIR ACT CHEMICAL,43. CLASSIFICATION,44. METAL,45. METAL CATEGORY,46. CARCINOGEN,47. PBT,48. PFAS,49. FORM TYPE,50. UNIT OF MEASURE,51. 5.1 - FUGITIVE AIR,52. 5.2 - STACK AIR,53. 5.3 - WATER,54. 5.4 - UNDERGROUND,55. 5.4.1 - UNDERGROUND CL I,56. 5.4.2 - UNDERGROUND C II-V,57. 5.5.1 - LANDFILLS,58. 5.5.1A - RCRA C LANDFILL,59. 5.5.1B - OTHER LANDFILLS,60. 5.5.2 - LAND TREATMENT,61. 5.5.3 - SURFACE IMPNDMNT,62. 5.5.3A - RCRA SURFACE IM,63. 5.5.3B - OTHER SURFACE I,64. 5.5.4 - OTHER DISPOSAL,65. ON-SITE RELEASE TOTAL,66. 6.1 - POTW - TRNS RLSE,67. 6.1 - POTW - TRNS TRT,68. POTW - TOTAL TRANSFERS,69. 6.2 - M10,70. 6.2 - M41,71. 6.2 - M62,72. 6.2 - M40 METAL,73. 6.2 - M61 METAL,74. 6.2 - M71,75. 6.2 - M81,76. 6.2 - M82,77. 6.2 - M72,78. 6.2 - M63,79. 6.2 - M66,80. 6.2 - M67,81. 6.2 - M64,82. 6.2 - M65,83. 6.2 - M73,84. 6.2 - M79,85. 6.2 - M90,86. 6.2 - M94,87. 6.2 - M99,88. OFF-SITE RELEASE TOTAL,89. 6.2 - M20,90. 6.2 - M24,91. 6.2 - M26,92. 6.2 - M28,93. 6.2 - M93,94. OFF-SITE RECYCLED TOTAL,95. 6.2 - M56,96. 6.2 - M92,97. OFF-SITE ENERGY RECOVERY T,98. 6.2 - M40 NON-METAL,99. 6.2 - M50,100. 6.2 - M54,101. 6.2 - M61 NON-METAL,102. 6.2 - M69,103. 6.2 - M95,104. OFF-SITE TREATED TOTAL,105. 6.2 - UNCLASSIFIED,106. 6.2 - TOTAL TRANSFER,107. TOTAL RELEASES,108. 8.1 - RELEASES,109. 8.1A - ON-SITE CONTAINED,110. 8.1B - ON-SITE OTHER,111. 8.1C - OFF-SITE CONTAIN,112. 8.1D - OFF-SITE OTHER R,113. 8.2 - ENERGY RECOVER ON,114. 8.3 - ENERGY RECOVER OF,115. 8.4 - RECYCLING ON SITE,116. 8.5 - RECYCLING OFF SIT,117. 8.6 - TREATMENT ON SITE,118. 8.7 - TREATMENT OFF SITE,119. PRODUCTION WSTE (8.1-8.7),120. 8.8 - ONE-TIME RELEASE,121. PROD_RATIO_OR_ ACTIVITY,122. 8.9 - PRODUCTION RATIO
1987,77530RCCHM2502S,1.1E+11,LYONDELL CHEMICAL CO,2502 SHELDON RD,CHANNELVIEW,HARRIS,TX,77530,,,29.816654,-95.107603,NAD83,LYONDELLBASELL FINANCE CO,194123154,LYONDELLBASELL FINANCE CO,1.1E+11,LYONDELLB,,NO,325,Chemicals,2865,2869,NA,,,,325110,,,,,,1.38701E+12,Benzene,NO,0000071432,71-43-2,4754,YES,TRI,NO,Non_Metal,YES,NO,NO,R,Pounds,2800,39000,0,0,0,0,0,0,0,0,0,0,0,0,41800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,0,0,0,0,20000,0,20000,41800,0,0,0,0,0,0,0,0,0,0,0,0,,,
1987,75053RYLMN2325W,1.10002E+11,ROYAL MFG CO,2325 W JEFFERSON,GRAND PRAIRIE,TARRANT,TX,75053,,,32.73892,-97.03747,NAD83,NA,NA,,1.10002E+11,,,NO,332,Fabricated Metals,3469,,,,,,332721,,,,,,1.38701E+12,"Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)",NO,0007647010,7647-01-0,152231,YES,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17000,17000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17000,0,17000,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1987,77262GDYRT2000G,1.1E+11,THE GOODYEAR TIRE & RUBBER CO,2000 GOODYEAR DR,HOUSTON,HARRIS,TX,77017,,,29.704391,-95.255214,NAD83,THE GOODYEAR TIRE & RUBBER CO,004467924,THE GOODYEAR TIRE & RUBBER CO,1.1E+11,NA,,NO,325,Chemicals,2822,,,,,,325212,,,,,,1.38701E+12,Zinc compounds,NO,N982,N982,649699,NO,TRI,YES,Metal complound categories,NO,NO,NO,R,Pounds,0,0,12780,0,0,0,23350,0,0,0,0,0,0,0,36130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36130,0,0,0,0,0,0,0,0,0,0,0,0,,,
1987,79013SBFTTSCHRO,1.10008E+11,S B FOOT TANNING CO,SCHROETER INDUSTRIAL PARK,CACTUS,MOORE,TX,79013,,,36.041181,-102.009521,NAD83,RED WING SHOE CO,006154496,,1.10008E+11,,,NO,316,Leather,3111,NA,,,,,316110,,,,,,1.38701E+12,Chromium compounds (except for chromite ore mined in the Transvaal Region),NO,N090,N090,649475,YES,TRI,YES,Metal complound categories,NO,NO,NO,R,Pounds,0,0,0,0,0,0,800,0,0,0,0,0,0,0,800,250,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,1050,0,0,0,0,0,0,0,0,0,0,0,0,,,
1987,78343CLNSNONEMI,1.10001E+11,TICONA POLYMERS INC,5738 COUNTY RD 4,BISHOP,NUECES,TX,78343,,,27.569714,-97.83493,NAD83,CELANESE CORP,170204486,CELANESE CORP,1.10001E+11,NA,,NO,325,Chemicals,2869,2821,,,,,325110,,,,,,1.38701E+12,Sodium sulfate (solution),NO,0007757826,7757-82-6,153320,NO,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,0,0,2300000,170000,0,0,0,0,0,0,0,0,0,0,2470000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2470000,0,0,0,0,0,0,0,0,0,0,0,0,,,
1987,78218FRTLY4855G,1.10001E+11,SAN ANTONIO FRITO LAY,4855 GREATLAND,SAN ANTONIO,BEXAR,TX,78218,,,29.47264,-98.399073,NAD83,PEPSICO INC,001287762,PEPSICO INC,1.10001E+11,NA,,NO,311,Food,2096,,,,,,311919,,,,,,1.38701E+12,Sodium hydroxide (solution),NO,0001310732,1310-73-2,82644,NO,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1987,75208TLSMN2321B,1.10002E+11,ATLAS MFG CO,2321 BEATRICE ST,DALLAS,DALLAS,TX,75264,,,32.77159,-96.82406,NAD83,ALL TEX CHEMICAL & EQUIPMENT CO,055323638,,1.10002E+11,,,NO,325,Chemicals,,,,,,,325188,,,,,,1.38701E+12,Dichloromethane,NO,0000075092,75-09-2,5306,YES,TRI,NO,Non_Metal,YES,NO,NO,R,Pounds,10,10,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,,,
1987,79360WLCHM706NO,1.10002E+11,WELCHEM INC SEMINOLE PLANT,706 N MAIN ST,SEMINOLE,GAINES,TX,79360,,,32.72738,-102.64483,NAD83,AMOCO CORP,005123195,,1.10002E+11,,,NO,325,Chemicals,2899,,,,,,325998,,,,,,1.38701E+12,Methanol,NO,0000067561,67-56-1,4283,YES,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1987,78721MTRLN3501E,1.1E+11,NXP USA INC. - ED BLUESTEIN FACILITY,3501 ED BLUESTEIN BLVD,AUSTIN,TRAVIS,TX,78721,,,30.27065,-97.66924,NAD83,NXP USA INC,NA,NXP USA INC,1.1E+11,NXP SEMIC,,NO,334,Computers and Electronic Products,3674,NA,,,,,334413,,,,,,1.38701E+12,Hydrogen fluoride,NO,0007664393,7664-39-3,152371,YES,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,56,90,0,0,0,0,0,0,0,0,0,0,0,0,146,0,0,0,0,0,0,0,0,72000,0,0,0,0,0,0,0,0,0,0,0,0,0,72000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72000,72146,0,0,0,0,0,0,0,0,0,0,0,0,,,
1987,77511MCCHM2MISO,1.10001E+11,INEOS USA LLC - CHOCOLATE BAYOU PLANT,2 MILES S OF INTERSECTION FM2004 & FM2917,ALVIN,BRAZORIA,TX,77511,,,29.413774,-95.263726,NAD83,INEOS US I INC,NA,INEOS USA LLC,1.10001E+11,INEOS LTD,,NO,325,Chemicals,2869,NA,,,,,325199,,,,,,1.38701E+12,Ethylene,NO,0000074851,74-85-1,5090,NO,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,1711000,340000,0,0,0,0,0,0,0,0,0,0,0,0,2051000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2051000,0,0,0,0,0,0,0,0,0,0,0,0,,,
1987,77043MLLPR10875,1.10002E+11,US FILTER,10875 KEMPWOOD SUITE #1,HOUSTON,HARRIS,TX,77043,,,29.82349,-95.56897,NAD83,US FILTER CORP,150795342,,1.10002E+11,,,NO,334,Computers and Electronic Products,3823,NA,,,,,334513,,,,,,1.38701E+12,Sodium hydroxide (solution),NO,0001310732,1310-73-2,82644,NO,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9500,9500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9500,0,9500,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1987,77701NRTHSOLDHI,1.10001E+11,OPTIMUS STEEL LLC,100 OLD HWY 90 W,VIDOR,ORANGE,TX,77662,,,30.12445,-94.01262,NAD83,OPTIMUS STEEL LLC,081137253,OPTIMUS STEEL LLC,1.10001E+11,NA,,NO,331,Primary Metals,3312,,,,,,331111,,,,,,1.38701E+12,Zinc compounds,NO,N982,N982,649699,NO,TRI,YES,Metal complound categories,NO,NO,NO,R,Pounds,17192,24320,250,0,0,0,0,0,0,0,0,0,0,0,41762,0,0,0,0,0,0,1717750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1717750,0,0,0,0,0,0,0,0,0,1717750,0,0,0,0,0,0,0,1717750,1759512,0,0,0,0,0,0,0,0,0,0,0,0,,,
1987,75050BLLHL1700N,1.10001E+11,BELL PLANT 5,1700 N HWY 360,GRAND PRAIRIE,TARRANT,TX,75050,,,32.776176,-97.058113,NAD83,TEXTRON INC,001338979,TEXTRON INC,1.10001E+11,NA,,NO,336,Transportation Equipment,3721,,,,,,336411,,,,,,1.38701E+12,"Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)",NO,0007664939,7664-93-9,152405,NO,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,221076,221076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221076,0,221076,2,0,0,0,0,0,0,0,0,0,0,0,0,,,
1987,78410KCHRFSUNTI,1.10001E+11,FLINT HILLS RESOURCES CORPUS CHRISTI LLC - WEST PLANT,2825 SUNTIDE RD,CORPUS CHRISTI,NUECES,TX,78409,,,27.832011,-97.525582,NAD83,KOCH INDUSTRIES INC,006944334,KOCH INDUSTRIES INC,1.10001E+11,NA,,NO,324,Petroleum,2911,NA,,,,,324110,,,,,,1.38701E+12,Diethanolamine,NO,0000111422,111-42-2,27516,YES,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,3300,0,0,0,0,0,0,0,0,0,0,0,0,0,3300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3300,0,0,0,0,0,0,0,0,0,0,0,0,,,
1987,75247QMTCM1340M,1.10017E+11,QUEMETCO METALS LTD INC,1340 MANUFACTURING ST,DALLAS,DALLAS,TX,75247,,,32.79771,-96.82982,NAD83,RSR CORP,058678517,,1.10017E+11,,,NO,331,Primary Metals,INVA,,,,,,331492,,,,,,1.38701E+12,Lead compounds,NO,N420,N420,650002,YES,PBT,YES,Metal complound categories,NO,YES,NO,R,Pounds,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,,,
1987,77522XXNCH5000B,1.1E+11,EXXONMOBIL BAYTOWN CHEMICAL PLANT (PART),5000 BAYWAY DR,BAYTOWN,HARRIS,TX,77520,,,29.73934,-95.022404,NAD83,EXXON MOBIL CORP,001213214,EXXON MOBIL CORP,1.1E+11,,,NO,325,Chemicals,2869,2821,NA,,,,325110,,,,,,1.38701E+12,Diethanolamine,NO,0000111422,111-42-2,27516,YES,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,11,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,,,
1987,77511MCCHM2MISO,1.10001E+11,INEOS USA LLC - CHOCOLATE BAYOU PLANT,2 MILES S OF INTERSECTION FM2004 & FM2917,ALVIN,BRAZORIA,TX,77511,,,29.413774,-95.263726,NAD83,INEOS US I INC,NA,INEOS USA LLC,1.10001E+11,INEOS LTD,,NO,325,Chemicals,2869,NA,,,,,325110,,,,,,1.38701E+12,"1,1,1-Trichloroethane",NO,0000071556,71-55-6,4796,YES,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,57000,0,8,0,0,0,8,0,0,0,0,0,0,0,57016,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,57022,0,0,0,0,0,0,0,0,0,0,0,0,,,
1987,78408STHWS1700N,1.10038E+11,FLINT HILLS RESOURCES CORPUS CHRISTI LLC - EAST PLANT,1700 NUECES BAY BLVD,CORPUS CHRISTI,NUECES,TX,78407,,,27.801778,-97.423972,NAD83,KOCH INDUSTRIES INC,006944334,KOCH INDUSTRIES INC,1.10038E+11,NA,,NO,324,Petroleum,2911,,,,,,324110,,,,,,1.38701E+12,Chromium compounds (except for chromite ore mined in the Transvaal Region),NO,N090,N090,649475,YES,TRI,YES,Metal complound categories,NO,NO,NO,R,Pounds,0,0,250,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,,,
